fulcrum_id,q1_site,q2_district,survey_site,deidentified_village,q6_communities,q7_protected_area,q8_travel_time_muncipal_admin,q9_public_trans_freq,q10_time_dist_headquarter,q11_walk_time_all_weather_road,q12_travel_time_higher_secondary,q13_subcenter_walk_time,q14_phc_travel_time,q15_taluk_hosp,q16_priv_clinic,q17_priv_hospital,q18_regular_electric,q19_solar_supply,q20_avg_pow_sup,q21_drinking_water_yard,q22_no_public_tanks,hand_pump,spring_water,q24_surface,q25_water_collect_time,q26_ro_plant,q27_non_tribal,q28_tribal_population,latitude,longitude
5d083479-f814-4fdc-b45a-bd8b5541a00d,Kerala,wayanad,Wayanad,WayanadI426,tribal,Outside,30,5,150,5,15,15,25,60,30,60,100,0,24,0,0,,100,0,10,0,0.0,21,11.9119174,75.99812865
86f6664e-a5b6-4d37-9f2a-03ad37c84851,Kerala,wayanad,Wayanad,Wayanadb662,mix,Outside,45,0,165,10,15,30,30,75,45,75,100,0,24,0,0,,100,0,5,0,6.0,31,11.90514165,75.99925552
a5d7f718-a4df-4d13-a008-0b4257dc9b9e,Kerala,wayanad,Wayanad,WayanadG921,tribal,Outside,30,0,120,10,10,60,30,30,30,30,100,0,24,100,1,,100,0,15,0,0.0,46,11.84190348,76.03407696
fcf9a452-4815-49d3-83ff-3f8585db7ae8,Kerala,wayanad,Wayanad,WayanadZ257,mix,Outside,20,3,140,2,20,20,20,50,20,50,100,0,24,100,1,,0,100,2,0,18.0,107,11.88436125,76.03112083
cee34fce-bf42-497f-bb7d-79427ed6ca48,Kerala,wayanad,Wayanad,WayanadK868,tribal,Outside,45,0,165,10,15,15,30,75,45,75,80,0,24,0,0,,100,0,5,0,0.0,51,11.90456031,76.00236118
42d7a453-b17b-43dc-8a49-56a66054f690,Kerala,wayanad,Wayanad,WayanadX558,mix,Outside,35,0,120,5,35,10,30,60,35,60,100,0,24,0,0,,100,0,5,0,0.0,57,11.94007138,76.06381595
13f6bf12-2dc5-463a-a95d-7b540f63a3ef,Kerala,wayanad,Wayanad,WayanadN344,mix,Outside,15,0,135,2,15,15,15,45,15,45,100,20,24,100,0,,100,0,2,0,7.0,47,11.8326386,76.07212141
4b3a0d27-00b7-4949-a416-71d24510f53b,Kerala,wayanad,Wayanad,WayanadT580,mix,Outside,45,0,160,15,45,45,25,75,45,75,100,0,24,100,0,,100,0,10,0,11.0,41,11.91620933,76.02797292
1f835673-d7a4-4112-abac-12bf349f9857,Kerala,wayanad,Wayanad,WayanadB177,tribal,Inside,10,0,130,5,10,10,10,40,10,40,100,0,24,0,0,,100,0,2,0,0.0,110,11.85099807,76.07792471
fd7b4157-7f77-4007-96fb-c642dd822853,Kerala,wayanad,Wayanad,WayanadM456,non tribal,Outside,35,0,155,15,35,45,25,65,35,65,100,0,24,0,0,,100,0,5,0,20.0,0,11.917534,76.05403259
a7092e39-a0a2-4a2b-b279-97d364e055bc,Kerala,wayanad,Wayanad,Wayanad\857,tribal,Inside,30,5,150,3,30,20,30,60,30,60,80,0,24,100,1,,0,0,5,0,0.0,96,11.90711659,76.05314579
7e6d6928-c510-486b-af23-a621d492cc1a,Kerala,wayanad,Wayanad,WayanadS847,tribal,Outside,10,20,120,2,20,10,10,40,10,10,100,0,24,100,1,,0,0,5,0,0.0,127,11.85416418,76.04217086
b9b9ef87-fdc2-4f6d-880c-09e3a04fe106,Kerala,wayanad,Wayanad,Wayanad@802,tribal,Outside,15,0,110,10,20,5,20,30,20,30,100,20,24,100,0,,100,0,5,0,0.0,53,11.83722973,76.04164448
19d4373d-d502-45b4-9228-defacef9178d,Kerala,wayanad,Wayanad,WayanadL672,tribal,Outside,30,3,150,2,30,30,30,60,30,60,100,0,24,100,0,,0,0,2,0,0.0,114,11.88654205,76.02066357
1e109b35-e228-42af-84af-ba41a82aecba,Kerala,wayanad,Wayanad,WayanadR853,tribal,Outside,105,0,225,30,105,45,45,135,105,135,30,40,24,0,0,,100,0,3,0,0.0,30,11.92864186,76.02969959
2cd0bf66-db09-4c89-b2bf-dda9b429e06e,Kerala,wayanad,Wayanad,Wayanad^276,tribal,Outside,30,0,120,10,15,10,30,30,30,30,100,0,24,0,0,,100,0,10,0,0.0,61,11.83960287,76.03543784
e4126301-1a2c-4671-99d9-54c02413716a,Kerala,wayanad,Wayanad,WayanadR137,mix,Outside,45,0,135,15,45,30,30,75,45,75,70,0,24,0,0,,100,0,5,0,1.0,21,11.92522009,76.02975357
73e73152-d1eb-4f23-ba88-c4e9f2b207d5,Kerala,wayanad,Wayanad,WayanadI633,mix,Outside,30,2,130,2,5,30,15,40,30,40,100,0,24,100,0,,0,0,2,0,1.0,49,11.8466513,76.0320995
13a71abc-5414-4e0f-a1df-3ff58d713054,Kerala,wayanad,Wayanad,WayanadQ976,tribal,Outside,65,0,185,10,65,30,20,95,65,95,90,0,24,0,0,,100,0,10,0,0.0,90,11.91788304,76.04861621
75b9f4e8-8b64-44e1-bad2-adb582369b69,Kerala,wayanad,Wayanad,WayanadD376,tribal,Outside,15,0,120,10,15,10,30,30,30,30,100,0,24,100,0,,100,0,5,0,0.0,19,11.84173645,76.03923351
18154108-6db3-4793-b8eb-40e0ccd5808f,Kerala,wayanad,Wayanad,WayanadU817,tribal,Outside,30,2,150,2,20,15,30,60,30,60,100,0,24,0,0,,100,0,2,0,0.0,18,11.8903708,76.01152495
ba523f30-3fe2-4493-88bd-1e66bbcd2017,Kerala,wayanad,Wayanad,WayanadY194,tribal,Outside,40,0,150,5,40,20,40,70,40,70,100,0,24,0,0,,100,0,2,0,0.0,34,11.88813261,76.02204926
51e2cb7f-c3a0-4b6d-9799-274a44007336,Kerala,wayanad,Wayanad,Wayanad@509,tribal,Outside,10,5,140,5,10,10,10,35,10,35,100,0,24,100,1,,100,0,10,0,0.0,74,11.86740472,76.05731294
41846292-fa5a-4087-99fd-a6600f4cd3d4,Kerala,wayanad,Wayanad,WayanadX210,tribal,Outside,10,5,120,2,5,5,15,30,15,30,90,20,24,100,0,,0,0,2,0,0.0,43,11.84669856,76.04428913
bacbb2ae-9c00-40de-9d5c-e96762441547,Kerala,wayanad,Wayanad,WayanadX856,tribal,Outside,35,0,155,15,35,20,30,65,35,65,99,0,24,0,0,,100,20,2,0,0.0,25,11.88829993,76.03372157
1aaffe74-3848-4052-8f74-bb88e76e42af,Kerala,wayanad,Wayanad,WayanadC512,mix,Outside,35,0,155,10,30,25,10,65,35,65,100,0,24,0,0,,100,0,30,0,,22,11.91448739,76.02697916
8ed7eb56-b347-4133-ba06-c2cdc29860bd,Kerala,wayanad,Wayanad,Wayanadb866,tribal,Outside,60,0,180,30,30,15,40,90,60,90,100,0,24,100,0,,100,0,10,0,0.0,54,11.90308795,76.00305419
b8ee144d-4a75-4a58-ade0-14844c0c2b53,Kerala,wayanad,Wayanad,WayanadX698,mix,Outside,30,0,135,10,15,15,30,45,30,45,100,20,24,100,1,,0,0,5,0,,51,11.85322672,76.01880915
3781365f-609b-44ea-8a0d-b1cc1a8368fa,Kerala,wayanad,Wayanad,WayanadY884,mix,Outside,15,2,115,2,15,15,25,25,25,25,100,0,24,100,0,,0,0,2,0,,3,11.83570319,76.03981856
0f7116c1-db9a-4140-811c-7e182f984674,Kerala,wayanad,Wayanad,WayanadZ794,tribal,Outside,10,2,115,2,15,15,15,20,15,20,100,0,24,0,0,,100,0,5,0,0.0,21,11.83439256,76.03813883
28b69d04-015a-4c37-b758-c602d5a8ee71,Kerala,wayanad,Wayanad,WayanadG732,mix,Outside,20,0,140,15,20,20,20,50,20,50,100,0,24,50,0,,100,0,5,0,,184,11.86068232,76.08440023
a7a19b82-e4bf-4839-8bc3-85e0718afcbd,Kerala,wayanad,Wayanad,WayanadC242,tribal,Outside,45,0,165,5,45,2,25,75,45,75,100,0,24,100,0,,0,0,2,0,0.0,251,11.89984237,76.00671541
61c4b36c-2e23-4b26-81d5-4ab20778bbdb,Kerala,wayanad,Wayanad,WayanadN458,tribal,Outside,35,0,155,20,35,20,35,65,35,65,100,0,24,100,0,,0,100,10,0,0.0,302,11.84964847,76.11763816
1ac3d187-d24f-4207-acfd-9913f1b9fc82,Kerala,wayanad,Wayanad,WayanadS438,tribal,Outside,15,2,125,2,15,2,15,45,15,45,100,0,24,0,0,,100,0,30,0,0.0,203,11.88659782,76.03681818
38334309-48e5-45fc-9815-bb441c92c6c0,Kerala,wayanad,Wayanad,WayanadB974,mix,Outside,60,15,120,5,40,30,30,60,30,60,100,0,24,0,0,,100,0,5,0,320.0,65,11.94679214,76.05514269
fd1239cf-218a-4c95-bfe2-a00272128b33,Kerala,wayanad,Wayanad,Wayanad]909,mix,Outside,30,2,150,2,10,30,30,60,30,60,100,0,24,100,0,,100,0,5,0,,87,11.85585665,76.04162
17f863a4-9091-41e7-8890-7f93f6267163,Kerala,wayanad,Wayanad,WayanadT537,tribal,Outside,20,0,140,2,20,20,20,50,20,50,100,0,24,100,1,,100,0,5,0,0.0,32,11.86028399,76.04191907
4c6b19ed-e7e1-42d7-8db9-47248638d2a5,Kerala,wayanad,Wayanad,Wayanad_949,mix,Outside,20,0,125,15,15,5,30,20,30,20,100,0,24,100,0,,100,0,5,0,,66,11.85182955,76.02349699
6eb0953a-359a-4bf6-ad71-713111425790,Kerala,wayanad,Wayanad,Wayanada185,tribal,Outside,30,2,150,2,20,15,30,60,30,60,100,0,24,0,0,,100,0,2,0,0.0,43,11.89173758,76.01190984
d8ddd749-1f95-41f3-87c8-9dd5d6c829cb,Kerala,wayanad,Wayanad,WayanadP731,tribal,Outside,45,0,165,15,30,30,30,75,45,75,100,20,24,100,0,,0,0,10,0,0.0,95,11.92282375,76.03559576
1a63ba27-97b3-461f-911d-a9ff496a6611,Kerala,wayanad,Wayanad,WayanadM459,mix,Outside,15,5,110,2,10,15,10,20,10,20,90,0,24,0,1,,100,0,10,0,,90,11.83538587,76.04817096
3c27c08e-cc77-416a-b2c5-bbf0bd7eb51e,Kerala,wayanad,Wayanad,WayanadA401,tribal,Outside,5,10,120,2,5,5,5,30,5,30,100,0,24,100,0,,0,0,2,0,0.0,201,11.84829329,76.07261963
a8f076c3-27eb-46c0-ac2c-e6480c192e64,Kerala,wayanad,Wayanad,WayanadR998,mix,Outside,10,10,130,2,10,10,10,40,10,40,100,0,24,100,0,,0,0,10,0,15.0,26,11.85692633,76.04459826
0817a086-1a58-45dc-b9a0-63bd286dfe50,Kerala,wayanad,Wayanad,WayanadA287,tribal,Inside,20,0,50,10,20,20,20,60,30,60,100,0,24,0,0,,100,0,5,0,0.0,61,11.93246214,76.05827317
40fffac2-5132-437b-b8df-b9a4196ab52d,Kerala,wayanad,Wayanad,WayanadQ993,tribal,Inside,30,6,45,5,30,15,20,45,30,45,50,0,24,30,1,,70,0,10,0,0.0,176,11.95351832,76.06718246
34185e57-21d7-4715-9ee4-848588411b1a,Kerala,wayanad,Wayanad,Wayanad`158,mix,Outside,10,0,130,10,10,10,10,40,10,40,90,0,24,0,0,,100,0,5,0,,79,11.85772038,76.08205967
a13d9bdb-f1d5-4597-b80f-494e4ec91a6b,Kerala,wayanad,Wayanad,WayanadC536,mix,Outside,30,0,150,15,10,20,30,60,30,60,100,0,24,100,0,,0,0,2,0,5.0,16,11.85771251,76.03096694
761da7e0-b2e5-411a-a4aa-43ed18927c43,Kerala,wayanad,Wayanad,Wayanad@911,mix,Outside,50,0,170,10,10,25,20,75,45,75,100,20,24,0,0,,100,0,2,0,0.0,138,11.90189969,75.99392194
66cfc261-cdf0-4f97-b94e-06e729a7444e,Kerala,wayanad,Wayanad,WayanadS599,tribal,Outside,15,0,135,10,15,15,15,45,15,45,100,0,24,100,1,,0,0,20,0,0.0,123,11.8616962,76.04526781
231c7c5f-9483-40ec-b14a-547c4e46dfd8,Kerala,wayanad,Wayanad,WayanadZ967,mix,Outside,10,0,130,5,10,10,10,40,10,40,100,0,24,50,1,,50,0,5,0,,29,11.85107092,76.05452981
0c5894ec-f801-4a72-8c06-e927c4807c8c,Kerala,wayanad,Wayanad,WayanadF920,mix,Outside,25,15,45,5,25,20,20,45,25,45,100,0,24,100,1,,0,0,2,0,8.0,42,11.95216922,76.05800629
9bc537ab-9ef2-4080-8eb2-4022c8f30ffe,Kerala,wayanad,Wayanad,WayanadU923,tribal,Outside,15,0,135,15,15,15,15,45,15,45,100,0,24,0,0,,100,0,5,0,0.0,38,11.83921304,76.06504172
185e44c2-1e1d-45f8-946b-78c9f957d80f,Kerala,wayanad,Wayanad,WayanadN512,tribal,Outside,35,5,145,2,25,25,10,65,35,65,100,0,24,0,0,,100,0,5,0,0.0,48,11.91787123,76.03097398
3046c0e3-57c9-41e4-8337-6b61cefe00f7,Kerala,wayanad,Wayanad,WayanadZ966,mix,Outside,35,5,145,2,30,20,10,65,35,65,99,0,24,100,0,,100,0,5,0,26.0,75,11.91612633,76.03225239
a8cc2f29-826a-4239-b742-98508d2e0c58,Kerala,wayanad,Wayanad,WayanadF892,tribal,Outside,20,0,120,15,15,15,20,30,20,30,100,0,24,0,0,,100,0,2,0,0.0,18,11.84915332,76.01906329
07798f3e-965f-4433-afa6-65a64e86a877,Kerala,wayanad,Wayanad,WayanadZ295,tribal,Outside,30,5,150,2,5,15,20,60,30,60,100,0,24,100,0,,0,0,5,0,0.0,18,11.90862403,75.9976539
40e24040-72f7-49e1-9548-ebc8cbdbf8ef,Kerala,wayanad,Wayanad,WayanadV555,mix,Outside,60,0,180,5,15,15,40,90,60,90,80,0,24,0,0,,100,0,2,0,7.0,21,11.89406695,76.00855574
15b3d1d6-2d5a-441b-87fc-ac8fecdc1124,Kerala,wayanad,Wayanad,WayanadZ575,tribal,Outside,25,0,145,20,25,25,25,55,25,55,20,0,24,0,0,,100,0,15,0,0.0,17,11.85860762,76.05299223
2ad2cb28-2478-4376-bd4b-c92de508a2bc,Kerala,wayanad,Wayanad,WayanadQ315,tribal,Inside,25,0,145,15,25,10,25,55,25,55,100,0,24,100,1,,100,0,15,0,0.0,65,11.84765835,76.10808849
4c7ca1d2-5c68-4725-8f07-514d77339f0d,Kerala,wayanad,Wayanad,WayanadC469,mix,Outside,10,0,130,2,10,10,10,40,10,40,100,0,24,0,0,,100,0,5,0,0.0,60,11.86291647,76.08180586
f9a5ebe3-bb5c-4911-ad34-90f972aedb59,Kerala,wayanad,Wayanad,Wayanad_725,tribal,Outside,30,3,150,2,20,15,30,60,30,60,100,0,24,100,1,,0,0,2,0,0.0,47,11.88957979,76.01466447
a2ce8d69-80d9-419f-832a-e0e539c2aa8d,Kerala,wayanad,Wayanad,WayanadF666,mix,Outside,10,5,140,10,10,10,10,35,10,35,100,0,24,0,0,,100,0,20,0,0.0,158,11.86325541,76.04755707
142c0e18-2870-47b8-b249-2e4044ec2c9b,Kerala,wayanad,Wayanad,WayanadI521,tribal,Inside,30,0,150,30,30,60,30,60,30,60,100,0,24,100,0,,0,0,10,0,0.0,131,11.83570319,76.09184504
c1574f45-c7f9-4bc0-ba35-5ed95158de04,Kerala,wayanad,Wayanad,WayanadV246,tribal,Outside,30,5,150,2,30,5,30,60,30,60,100,20,24,100,0,,0,100,5,0,0.0,55,11.88973268,76.0384446
1e591d17-a8d9-4860-87d3-91a13efc4a73,Kerala,wayanad,Wayanad,WayanadV832,tribal,Outside,50,0,170,10,15,20,15,80,50,80,20,0,24,0,0,,100,0,20,0,0.0,16,11.90448814,75.99689249
180c0f1b-ad79-4be3-aba9-ddae6fd36c06,Kerala,wayanad,Wayanad,WayanadU608,mix,Outside,5,0,125,2,5,5,5,35,5,35,100,0,24,100,0,,20,0,10,0,0.0,82,11.85163038,76.05584644
a266f180-c1a4-4fe8-ab99-eae90970ddcd,Kerala,wayanad,Wayanad,Wayanad_520,tribal,Outside,10,2,130,2,10,10,10,40,10,40,90,20,24,100,0,,0,0,5,0,0.0,51,11.85355189,76.07602168
4c881893-3ea1-4797-882e-bc6441b26272,Kerala,wayanad,Wayanad,Wayanad]377,tribal,Outside,30,0,150,15,30,25,30,60,30,60,100,0,24,100,0,,100,0,10,0,0.0,106,11.87289624,76.03430126
bf0db69a-6f7e-4854-8f6a-90031b993ece,Kerala,wayanad,Wayanad,Wayanadb518,tribal,Outside,25,3,145,2,25,60,25,55,25,55,100,0,24,50,0,,0,50,15,0,0.0,95,11.88515227,76.02728628
b02f8422-2d71-435c-bf52-841804f158a9,Kerala,wayanad,Wayanad,WayanadC138,tribal,Outside,15,10,135,2,15,15,15,45,15,45,100,0,24,100,0,,0,0,10,0,0.0,23,11.85618083,76.04508273
4adf5130-a965-4726-b34e-2bbea6a5c9a9,Kerala,wayanad,Wayanad,WayanadX334,mix,Outside,20,0,140,5,20,2,20,50,20,50,100,0,24,50,1,,50,0,5,0,,161,11.84924093,76.11089107
798c9a14-701b-4800-b718-6bf487cf9aba,Kerala,wayanad,Wayanad,WayanadI919,tribal,Outside,45,0,165,15,45,45,15,75,45,75,100,0,24,0,0,,100,0,15,0,0.0,78,11.911505,76.0266113
071500fa-dd56-419f-839b-d669f753cf78,Kerala,wayanad,Wayanad,WayanadJ460,tribal,Outside,30,6,30,5,30,20,15,60,30,60,100,0,24,0,0,,100,0,10,0,0.0,10,11.91669846,76.04838721
604ce670-25df-449e-b83b-1d5b61f3a73d,Kerala,wayanad,Wayanad,Wayanad[328,tribal,Outside,10,0,120,10,10,10,10,30,10,30,100,0,22,0,1,,100,0,100,0,0.0,53,11.84254696,76.06884241
83a78227-8ef7-4e5e-9d4f-7022b4c45527,Kerala,wayanad,Wayanad,Wayanadc571,mix,Outside,30,0,138,20,25,20,30,45,30,45,100,0,24,0,0,,100,0,10,0,,90,11.84880452,76.01705801
5869f187-026d-4736-91ab-bdb0b6b1ebb7,Kerala,wayanad,Wayanad,WayanadE507,tribal,Outside,15,2,125,2,15,2,15,45,15,45,100,0,24,0,0,,100,0,5,0,0.0,96,11.88727171,76.03683595
a454ef77-425b-4d56-a0e9-dc49bf8935f7,Kerala,wayanad,Wayanad,WayanadI812,tribal,Outside,65,0,185,10,65,10,20,95,65,95,100,0,24,0,0,,100,0,10,0,0.0,52,11.92265284,76.05047934
15685a38-10ba-49d8-9154-9d2cfe7bc74d,Kerala,wayanad,Wayanad,Wayanad`356,tribal,Outside,30,10,120,2,30,15,20,60,30,60,100,0,24,0,1,,100,0,5,0,0.0,48,11.94149433,76.05952475
51886a64-3f1a-412f-8927-858fbd24b941,Kerala,wayanad,Wayanad,WayanadK726,mix,Outside,30,0,120,5,10,15,30,30,30,30,100,0,24,100,0,,0,0,5,0,14.0,26,11.8491379,76.03234358
b3809032-c189-446d-ad96-56ef5a7d3d58,Kerala,wayanad,Wayanad,WayanadT133,mix,Outside,20,0,110,10,15,15,20,20,20,20,100,0,24,100,0,,100,0,8,0,8.0,52,11.85010786,76.03289612
f5e771cf-22fa-44af-b56e-0307febd06f9,Kerala,wayanad,Wayanad,WayanadS959,mix,Outside,10,0,115,2,10,10,10,20,10,20,100,0,24,100,0,,100,0,5,0,,8,11.84022503,76.05441816
3505f302-0d33-482e-818f-96b913610981,Kerala,wayanad,Wayanad,Wayanad\815,tribal,Outside,45,0,165,25,30,45,45,75,45,75,50,0,24,100,0,,100,0,15,0,0.0,8,11.8601489,76.0254174
2bd0981f-944e-4389-b950-0969bb5b4a48,Kerala,wayanad,Wayanad,Wayanadc239,tribal,Inside,40,0,160,10,40,30,30,70,40,70,100,0,24,0,0,,100,0,10,0,0.0,101,11.91019937,76.0528199
50d7ad0e-a829-43c2-bfc4-903f61980b1e,Kerala,wayanad,Wayanad,WayanadW320,tribal,Outside,25,0,145,15,25,10,25,55,25,55,100,0,24,0,1,,100,0,5,0,0.0,236,11.84132661,76.10576537
6564dcd6-a06c-4b92-bad0-7acd49a0ff97,Kerala,wayanad,Wayanad,WayanadH566,mix,Outside,60,6,120,2,60,45,45,60,60,90,100,42,24,100,0,,0,0,2,0,16.0,68,11.92452628,76.04745716
747ac918-b59c-46ac-b2e3-0b56024de655,Kerala,wayanad,Wayanad,WayanadB523,mix,Outside,30,0,120,10,15,20,30,30,30,30,100,0,24,0,0,,100,0,5,0,,238,11.84216238,76.02044664
00568bd0-ca6b-487e-9b49-0f9cd6a85b01,Kerala,wayanad,Wayanad,WayanadX743,mix,Outside,30,0,120,5,10,5,30,30,30,30,100,0,24,100,0,,100,0,5,0,,18,11.84011904,76.03746828
687d1328-eec6-4c87-8624-4c51aefafdba,Kerala,wayanad,Wayanad,WayanadN129,tribal,Outside,45,0,165,10,15,15,30,75,45,75,100,0,24,0,0,,100,0,15,0,0.0,18,11.90430049,75.99953715
592817be-392b-4fbd-9e22-257d173146e3,Kerala,wayanad,Wayanad,WayanadO357,mix,Outside,35,5,140,2,10,10,20,50,35,50,90,0,24,100,1,,100,0,10,0,,201,11.94248758,76.05800059
dcc19bf3-f7f5-4e61-8125-6fd1293ec2e2,Kerala,wayanad,Wayanad,Wayanada804,tribal,Outside,30,1,150,5,5,30,30,60,30,60,100,0,24,100,1,,0,0,5,0,0.0,53,11.90881266,75.99087864
33a4312f-78ff-4481-81fa-e517a243b693,South karnataka,Chamarajanagar,BR Hills,BR Hills\535,non tribal,Outside,40,3,75,0,30,40,30,35,40,40,100,0,22,50,6,,0,0,5,0,280.0,0,12.08117,77.0831
f3b0d550-8b3c-410c-9cae-080c85448ea2,South karnataka,Chamarajanagar,BR Hills,BR HillsN216,non tribal,Outside,60,2,120,0,60,150,90,60,60,60,80,0,12,25,10,,0,0,5,0,879.0,0,11.94881,77.25223
9c3db396-c122-4e24-a177-9f0cdd5ed39c,South karnataka,Chamarajanagar,MM Hills,MM Hillsb852,mix,Outside,30,12,150,15,0,0,30,30,0,30,90,20,24,80,10,,0,0,10,50,3260.0,0,12.0465048,77.3535422
04e5ebd3-d083-481d-a444-db5bd0edd682,South karnataka,Chamarajanagar,BR Hills,BR HillsS319,mix,Outside,30,2,60,0,15,20,30,45,45,45,100,0,18,70,7,,0,0,5,0,713.0,256,12.07496,77.07681
44fc899a-b26d-414a-b93d-72f4a2c5f3c8,South karnataka,Chamarajanagar,MM Hills,MM Hills]469,non tribal,Outside,45,4,210,20,30,20,45,45,45,45,95,0,24,0,13,,0,0,5,0,427.0,0,12.1422767,77.3771393
ee2b132d-356f-4739-ad42-dbd12055105f,South karnataka,Chamarajanagar,MM Hills,MM Hillsb181,mix,Outside,130,5,300,15,30,30,30,130,130,130,100,40,24,0,8,,0,40,15,10,356.0,181,12.03521,77.58098
0b4112ef-a60d-4398-9f7e-232924d01a4f,South karnataka,Chamarajanagar,MM Hills,MM HillsR317,non tribal,Outside,90,1,320,15,90,70,70,90,60,60,100,0,18,0,5,4.0,0,0,10,0,520.0,0,12.1551482,77.4748846
cb10a9aa-5dbd-4543-bc47-0aabe2ee07c8,South karnataka,Chamarajanagar,BR Hills,BR HillsQ935,non tribal,Outside,30,5,30,0,15,15,15,30,15,30,100,0,23,75,15,,0,0,5,0,1393.0,0,11.90817,77.00883
288f6d41-a54a-44fd-98f6-3841a581e9b7,South karnataka,Chamarajanagar,BR Hills,BR HillsJ554,tribal,Outside,120,3,180,0,20,180,60,120,60,120,100,0,15,0,5,,0,0,5,0,0.0,369,11.79998,77.23
c2aaf66e-6dc2-442a-b3b5-2be3d9ebe523,South karnataka,Chamarajanagar,BR Hills,BR HillsX225,tribal,Outside,150,0,210,0,30,180,75,150,60,150,100,0,15,0,6,,0,0,5,0,0.0,365,11.80631,77.24438
e7bfef00-ec33-4b7d-8963-476254b1f205,South karnataka,Chamarajanagar,MM Hills,MM HillsA123,mix,Inside,150,0,300,15,30,60,150,150,150,150,100,0,18,0,4,6.0,0,0,15,0,500.0,218,12.1275259,77.6021113
3f02c9a2-b7cb-4128-8631-54f0b92a40bd,South karnataka,Chamarajanagar,BR Hills,BR HillsM530,non tribal,Outside,45,4,45,0,20,120,20,45,20,45,100,0,24,90,8,,0,0,5,0,1250.0,0,11.82883,77.00539
f4badb3e-8a1d-4c2c-be2d-72432c500c79,South karnataka,Chamarajanagar,BR Hills,BR Hills\241,tribal,Outside,45,5,45,0,20,10,20,45,20,45,100,0,24,0,3,,0,0,5,0,0.0,101,11.83063,77.00698
f272fd21-dccb-4ecb-9bbe-512997b234aa,South karnataka,Chamarajanagar,BR Hills,BR HillsH821,non tribal,Outside,60,1,60,0,30,30,40,60,40,40,100,0,18,80,12,,0,0,5,0,525.0,0,11.90473,77.03409
6016873a-a4d8-4a3d-b36f-f130faf90683,South karnataka,Chamarajanagar,BR Hills,BR HillsB727,non tribal,Outside,105,3,165,0,15,120,30,105,15,105,100,0,15,90,6,,0,0,5,0,430.0,0,11.82035,77.24415
3f4acb86-8e95-4fb1-a587-80f06d44f695,South karnataka,Chamarajanagar,MM Hills,MM HillsI126,non tribal,Outside,45,5,180,8,0,0,45,45,45,45,100,0,24,60,17,,0,0,10,20,1578.0,0,12.1217889,77.3534379
2550b72d-f458-4a56-bdec-bc10749b02aa,South karnataka,Chamarajanagar,BR Hills,BR HillsC911,tribal,Outside,60,2,60,0,30,30,30,60,30,60,95,0,9,0,3,,0,0,5,0,0.0,226,11.78411,77.0738
c828463b-161f-4618-88fe-480b284c2b03,South karnataka,Chamarajanagar,BR Hills,BR Hills[691,non tribal,Outside,60,1,60,0,15,45,30,60,30,60,100,0,24,90,10,,0,0,5,0,828.0,0,11.79067,76.96553
e7aea49a-de4d-492a-94a3-6af8c6f62d33,South karnataka,Chamarajanagar,BR Hills,BR HillsC710,tribal,Inside,60,2,100,0,15,5,50,75,10,60,75,0,18,0,9,,0,0,5,0,0.0,329,11.99082,77.13805
e4b6db04-4d47-4c86-b4bc-de293953aec0,South karnataka,Chamarajanagar,MM Hills,MM Hillsc452,non tribal,Outside,45,6,165,10,20,0,30,45,45,45,100,10,24,60,15,5.0,0,0,10,50,1950.0,0,12.0281879,77.3535781
e9f50c3b-2ccd-47b3-8cce-2fe97632843b,South karnataka,Chamarajanagar,MM Hills,MM HillsR828,mix,Outside,120,5,180,0,30,30,60,120,20,90,90,0,15,0,7,,0,0,5,0,318.0,74,11.89558,77.26251
2feacf61-cab2-40b2-a544-b410cdec1c48,South karnataka,Chamarajanagar,BR Hills,BR HillsZ691,non tribal,Outside,15,8,75,0,5,30,30,20,20,20,100,0,22,100,12,,0,0,5,0,3000.0,0,12.14499,77.10949
18785ef1-1bbd-42e5-bc0a-fdeaddd2cd21,South karnataka,Chamarajanagar,BR Hills,BR HillsX173,non tribal,Outside,90,0,90,0,45,60,45,90,60,60,100,0,24,50,7,,0,0,5,0,397.0,0,11.79074,76.965369
5d8b1075-93d9-495b-98c5-cb9f2cd04073,South karnataka,Chamarajanagar,BR Hills,BR Hills@218,tribal,Inside,180,1,180,10,180,300,150,180,80,100,0,100,6,0,4,,0,100,5,0,0.0,288,11.82739,77.17393
ba8e6b75-8e80-43e0-ba90-ed8087a15711,South karnataka,Chamarajanagar,BR Hills,BR HillsO292,non tribal,Outside,90,2,150,0,30,90,30,90,30,30,100,0,21,100,11,,0,0,5,0,920.0,0,11.94568,77.09259
85cdf0f4-490b-4327-84e7-e647547b2eb5,South karnataka,Chamarajanagar,BR Hills,BR Hills]868,mix,Outside,120,1,120,0,60,150,90,120,60,60,100,0,15,100,3,,0,0,5,0,100.0,565,11.94568,77.09259
71d405a6-63f2-4deb-9b30-2a64e9ebdb20,South karnataka,Chamarajanagar,MM Hills,MM HillsF271,mix,Outside,150,0,210,0,45,45,60,150,30,150,100,0,15,0,9,,0,0,5,0,552.0,50,11.8559,77.26846
8b9e6b93-fe44-4c0e-bb96-52f73694b745,South karnataka,Chamarajanagar,MM Hills,MM HillsM826,non tribal,Outside,60,4,180,10,30,20,30,60,45,60,100,0,24,0,5,2.0,0,0,8,0,1368.0,0,12.0960741,77.4736998
